,Title,Release Year,Age Restriction,Duration,Genre,Rating,Number of Votes,Meta Score,Language,Country of Origin,Companies,Budget,Gross (worldwide)
1790,The Kids Are All Right,2010,R,1h 46m,Comedy~Drama~Romance,7.0,134K,86,English,United States~France,Focus Features~Gilbert Films~Saint Aire Production,"$4,000,000","$34,758,951"
1791,What Happened to Monday,2017,TV-MA,2h 3m,Action~Crime~Fantasy,6.8,134K,47,English,United Kingdom~France~United States~Belgium,Vendome Pictures~Nexus Factory~Raffaella Productions,N/A,"$27,975,429"
1792,The Bounty Hunter,2010,PG-13,1h 50m,Action~Comedy~Romance,5.5,134K,22,English~Ukrainian,United States,Columbia Pictures~Relativity Media~Original Film,"$40,000,000","$136,333,522"
1793,Syriana,2005,R,2h 8m,Drama~Thriller,6.9,134K,76,English~Urdu~Arabic~Persian~French~Mandarin,United States~United Arab Emirates,Warner Bros.~Participant~4M,"$50,000,000","$93,974,620"
1794,Greenland,2020,PG-13,1h 59m,Action~Thriller,6.4,134K,64,English~Spanish~Russian,United States~United Kingdom,STX Films~Anton~Thunder Road Pictures,"$34,000,000","$52,300,000"
1795,Empire of the Sun,1987,PG,2h 33m,Drama~War,7.7,134K,62,English~Japanese~Mandarin~Shanghainese,United States,Warner Bros.~Amblin Entertainment,"$35,000,000","$22,239,121"
1796,Mr. Bean's Holiday,2007,G,1h 30m,Comedy~Family,6.4,134K,56,English~French~Spanish~Russian,United Kingdom~France~Germany~United States,Universal Pictures~StudioCanal~Motion Picture Alpha Produktionsgesellschaft,"$25,000,000","$232,225,908"
1797,Babe,1995,G,1h 31m,Comedy~Drama~Family,6.9,134K,83,English,Australia~United States~United Kingdom,Universal Pictures~Kennedy Miller Productions,"$30,000,000","$254,134,910"
1798,Allegiant,2016,PG-13,2h,Action~Adventure~Mystery,5.7,134K,33,English,United States,Mandeville Films~Red Wagon Entertainment~Summit Entertainment,"$110,000,000","$179,246,868"
1799,The Score,2001,R,2h 4m,Action~Crime~Drama,6.8,134K,71,English~French,United States~Germany,Paramount Pictures~Mandalay Pictures~StudioCanal,"$68,000,000","$113,579,918"
1800,House of Wax,2005,R,1h 53m,Horror~Thriller,5.5,134K,41,English,Australia~United States,Warner Bros.~Village Roadshow Pictures~Dark Castle Entertainment,"$40,000,000","$68,766,121"
1801,Atlantis: The Lost Empire,2001,PG,1h 35m,Animation~Action~Adventure,6.9,134K,52,English~French~Spanish,United States~Japan,Walt Disney Pictures~Walt Disney Animation Studios,"$120,000,000","$186,053,725"
1802,Skyscraper,2018,PG-13,1h 42m,Action~Adventure~Thriller,5.8,134K,51,English~Cantonese~Mandarin,United States,Legendary Entertainment~Flynn Picture Company~Seven Bucks Productions,"$125,000,000","$304,870,828"
1803,J. Edgar,2011,R,2h 17m,Biography~Drama~Romance,6.5,134K,59,English,United States,Imagine Entertainment~Malpaso Productions~Wintergreen Productions,"$35,000,000","$84,920,539"
1804,About Schmidt,2002,R,2h 5m,Drama,7.2,134K,85,English,United States,New Line Cinema~Avery Pix,"$30,000,000","$105,834,556"
1805,I Origins,2014,R,1h 46m,Drama~Mystery~Romance,7.3,134K,57,English~Hindi,United States,Verisimilitude~WeWork Studios~Bersin Pictures,"$1,000,000","$481,234"
1806,Swiss Army Man,2016,R,1h 37m,Comedy~Drama~Fantasy,6.9,133K,64,English,United States,Astrakan Films~Blackbird~Cold Iron Pictures,"$3,000,000","$4,935,501"
1807,Paddington,2014,PG,1h 35m,Adventure~Comedy~Family,7.3,133K,77,English~Mandarin~Spanish,United Kingdom~France~China~United States,StudioCanal~Anton~TF1 Films Production,"$55,000,000","$282,463,312"
1808,The Santa Clause,1994,PG,1h 37m,Comedy~Drama~Family,6.6,133K,57,English~Spanish,United States~Canada,Walt Disney Pictures~Hollywood Pictures~Outlaw Productions (I),"$22,000,000","$190,539,357"
1809,Dirty Grandpa,2016,R,1h 42m,Comedy,5.9,133K,21,English,United States~United Kingdom,Lionsgate Films~BillBlock Media~QED International,"$25,000,000","$94,073,028"
1810,Aliens vs. Predator: Requiem,2007,R,1h 34m,Action~Horror~Sci-Fi,4.6,133K,29,English,United States,Twentieth Century Fox~Davis Entertainment~Brandywine Productions,"$40,000,000","$130,290,885"
1811,The Watch,2012,R,1h 42m,Comedy~Sci-Fi,5.7,133K,36,English,United States,Twentieth Century Fox~Dune Entertainment~21 Laps Entertainment,"$68,000,000","$68,267,862"
1812,Charlie's Angels: Full Throttle,2003,PG-13,1h 46m,Action~Adventure~Comedy,4.9,133K,48,English~Mandarin~Spanish,United States,Columbia Pictures~Flower Films (II)~Tall Trees Productions,"$120,000,000","$259,175,788"
1813,Carnage,2011,R,1h 20m,Comedy~Drama,7.1,133K,61,English,France~Germany~Poland~Spain,SBS Productions~Constantin Film~SPI Film Studio,"$25,000,000","$30,032,239"
1814,The Two Popes,2019,PG-13,2h 5m,Biography~Comedy~Drama,7.6,133K,75,English~Spanish~Italian~Latin~Portuguese~French~German,United Kingdom~Italy~United States,Netflix~Rideback,"$40,000,000","$243,711"
1815,Treasure Planet,2002,PG,1h 35m,Animation~Adventure~Family,7.2,133K,60,English,United States~Japan,Walt Disney Pictures~Walt Disney Animation Studios,"$140,000,000","$110,041,363"
1816,T2 Trainspotting,2017,R,1h 57m,Comedy~Crime~Drama,7.2,133K,67,English~Bulgarian~Scots,United Kingdom~United States,TriStar Pictures~Film4~DNA Films,"$18,000,000","$41,681,746"
1817,Burnt,2015,R,1h 41m,Comedy~Drama,6.6,133K,42,English~French~Italian,United States~United Kingdom,3 Arts Entertainment~Double Feature Films~PeaPie Films,"$20,000,000","$36,606,743"
1818,Æon Flux,2005,PG-13,1h 33m,Action~Adventure~Sci-Fi,5.4,133K,36,English,United States~Germany~Brazil~Italy,Paramount Pictures~Lakeshore Entertainment~Valhalla Motion Pictures,"$62,000,000","$53,321,673"
1819,The Host,2006,R,2h,Drama~Horror~Sci-Fi,7.1,133K,85,Korean~English,South Korea~Japan,Chungeorahm Film~Boston Investments~CJ E&M Film Financing & Investment Entertainment & Comics,"₩12,215,500,000","$89,433,506"
1820,Fahrenheit 9/11,2004,R,2h 2m,Documentary~Drama~War,7.5,132K,67,English~Arabic,United States,Fellowship Adventure Group~Dog Eat Dog Films~Miramax,"$6,000,000","$222,446,882"
1821,The Kingdom,2007,R,1h 50m,Action~Drama~Thriller,7.0,132K,56,English~Arabic,United States~Germany~United Arab Emirates,Universal Pictures~Relativity Media~Forward Pass,"$70,000,000","$87,019,158"
1822,Okja,2017,TV-MA,2h,Action~Adventure~Drama,7.3,132K,75,English~Korean~Spanish,South Korea~United States,Kate Street Picture Company~Lewis Pictures~Plan B Entertainment,"$50,000,000","$2,049,823"
1823,The 13th Warrior,1999,R,1h 42m,Action~Adventure~History,6.6,132K,42,"English~Latin~Swedish~Norse, Old~Danish~Arabic",United States,Touchstone Pictures,"$160,000,000","$61,698,899"
1824,Star Trek: First Contact,1996,PG-13,1h 51m,Action~Adventure~Drama,7.6,132K,70,English,United States,Paramount Pictures,"$45,000,000","$146,027,888"
1825,The Omen,1976,R,1h 51m,Horror~Mystery,7.5,132K,62,English~Latin~Italian,United Kingdom~United States,Twentieth Century Fox~Harvey Bernhard Productions~Mace Neufeld Productions,"$2,800,000","$60,922,980"
1826,Journey to the Center of the Earth,2008,PG,1h 33m,Action~Adventure~Family,5.8,132K,57,English~Icelandic~Italian,United States,New Line Cinema~Walden Media,"$60,000,000","$244,232,688"
1827,One Hour Photo,2002,R,1h 36m,Drama~Thriller,6.8,132K,64,English,United States,Fox Searchlight Pictures~Catch 23 Entertainment~Killer Films,"$12,000,000","$52,223,306"
1828,Nymphomaniac: Vol. I,2013,Not Rated,1h 57m,Drama,6.9,131K,64,English,Denmark~Germany~Belgium~United Kingdom~France~Sweden~United States,Zentropa Entertainments~Zentropa International Köln~Heimatfilm,"$4,700,000","$13,551,156"
1829,The Dreamers,2003,NC-17,1h 55m,Drama~Romance,7.1,131K,63,English~French,United Kingdom~France~Italy~United States,Recorded Picture Company (RPC)~Fiction~Peninsula Films,"$15,000,000","$24,152,155"
1830,Infernal Affairs,2002,R,1h 41m,Action~Crime~Drama,8.0,131K,75,Cantonese~English~Thai,Hong Kong,Media Asia Films~Basic Pictures,"$6,428,966","$8,836,958"
1831,Yojimbo,1961,Not Rated,1h 50m,Action~Drama~Thriller,8.2,131K,93,Japanese,Japan,Kurosawa Production Co.~Sammy~Toho,N/A,"$46,808"
1832,The Raid 2,2014,R,2h 30m,Action~Crime~Thriller,7.9,131K,71,Indonesian~Japanese~English~Sign Languages,Indonesia~United States,Sony Pictures Classics~Stage 6 Films~Pt. Merantau Films,"$4,500,000","$6,566,916"
1833,Wrong Turn,2003,R,1h 24m,Horror~Thriller,6.1,131K,32,English,Germany~United States,Summit Entertainment~Constantin Film~Media Cooperation One,"$12,600,000","$28,650,575"
1834,Death Becomes Her,1992,PG-13,1h 44m,Comedy~Fantasy~Horror,6.6,131K,56,English,United States,Universal Pictures,"$55,000,000","$149,022,650"
1835,Hall Pass,2011,R,1h 45m,Comedy~Romance,5.9,131K,45,English,United States,New Line Cinema~Conundrum Entertainment,"$36,000,000","$86,157,237"
1836,Booksmart,2019,R,1h 42m,Comedy,7.1,131K,84,English~Mandarin~French~Spanish,United States,Annapurna Pictures~Gloria Sanchez Productions,"$6,000,000","$24,959,607"
1837,Safety Not Guaranteed,2012,R,1h 26m,Adventure~Comedy~Drama,6.9,131K,72,English,United States,FilmDistrict~Big Beach~Duplass Brothers Productions,"$750,000","$4,424,699"
1838,Persona,1966,Not Rated,1h 23m,Drama~Thriller,8.1,131K,86,Swedish~English,Sweden,AB Svensk Filmindustri,N/A,"$90,556"
1839,The Phantom of the Opera,2004,PG-13,2h 23m,Drama~Musical~Romance,7.2,131K,40,English~Italian,United Kingdom~United States,Warner Bros.~Odyssey Entertainment~Really Useful Films,"$70,000,000","$154,674,241"
1840,Wild Things,1998,R,1h 48m,Crime~Drama~Mystery,6.6,131K,51,English,United States,Mandalay Entertainment,"$20,000,000","$30,166,293"
1841,Halloween,2007,R,1h 49m,Horror,6.0,131K,47,English,United States,Dimension Films~Nightfall Productions~Spectacle Entertainment Group,"$15,000,000","$80,460,948"
1842,Tears of the Sun,2003,R,2h 1m,Action~Drama~Thriller,6.6,130K,48,English,United States,Cheyenne Enterprises~Michael Lobell Productions~Revolution Studios,"$75,000,000","$86,468,162"
1843,Eragon,2006,PG,1h 44m,Action~Adventure~Family,5.1,130K,38,English,United States~United Kingdom~Hungary,Fox 2000 Pictures~Davis Entertainment~Dune Entertainment,"$100,000,000","$250,425,512"
1844,The Time Machine,2002,PG-13,1h 36m,Action~Adventure~Sci-Fi,6.0,130K,42,English,United States~United Arab Emirates,Warner Bros.~Dreamworks Pictures~Parkes/MacDonald Image Nation,"$80,000,000","$123,729,176"
1845,Gifted,2017,PG-13,1h 41m,Drama,7.6,130K,60,English,United States,Fox Searchlight Pictures~Dayday Films~FilmNation Entertainment,"$7,000,000","$43,069,254"
1846,Max Payne,2008,PG-13,1h 40m,Action~Crime~Drama,5.3,130K,31,English~Russian~Spanish,United States~Canada,Abandon Entertainment~Collision Entertainment~Depth Entertainment,"$35,000,000","$87,066,930"
1847,Neighbors 2: Sorority Rising,2016,R,1h 32m,Comedy,5.7,130K,58,English,United States~China,Universal Pictures~Perfect World Pictures~Point Grey Pictures,"$35,000,000","$108,007,109"
1848,Beverly Hills Cop II,1987,R,1h 40m,Action~Comedy~Crime,6.5,130K,48,English,United States,Paramount Pictures~Don Simpson/Jerry Bruckheimer Films~Eddie Murphy Productions,"$27,000,000","$299,965,036"
1849,Homefront,2013,R,1h 40m,Action~Crime~Thriller,6.5,130K,40,English,United States,Open Road Films (II)~Endgame Entertainment~Millennium Films,"$22,000,000","$48,449,416"
1850,Willow,1988,PG,2h 6m,Action~Adventure~Drama,7.2,130K,47,English,United States,Metro-Goldwyn-Mayer (MGM)~Lucasfilm~Imagine Entertainment,"$35,000,000","$57,270,852"
1851,Australia,2008,PG-13,2h 45m,Adventure~Drama~Romance,6.6,130K,53,English~Aboriginal~Chinese~Japanese,United Kingdom~Australia~United States,Twentieth Century Fox~Bazmark Films~ScreenWest,"$130,000,000","$211,788,761"
1852,The Call,2013,R,1h 34m,Drama~Thriller,6.7,130K,51,English,United States,TriStar Pictures~Stage 6 Films~Troika Pictures,"$13,000,000","$68,572,631"
1853,Society of the Snow,2023,R,2h 24m,Adventure~Biography~Drama,7.8,130K,72,Spanish,Spain~Chile~Uruguay~United States,"El Arriero Films~Misión de Audaces Films, S.L~Netflix",N/A,"$1,281"
1854,The Lorax,2012,PG,1h 26m,Animation~Adventure~Comedy,6.4,130K,46,English,United States~France~Japan,Universal Pictures~Illumination Entertainment~Dr. Seuss Enterprises,"$70,000,000","$349,305,397"
1855,Triangle,2009,R,1h 39m,Fantasy~Mystery~Sci-Fi,6.9,130K,N/A,English,United Kingdom~Australia,Icon Entertainment International~Framestore~UK Film Council,"$12,000,000","$1,333,377"
1856,Shershaah,2021,TV-14,2h 15m,Action~Biography~Drama,8.3,130K,N/A,Hindi,India,Dharma Productions~Kaash Entertainment,N/A,N/A
1857,Parker,2013,R,1h 58m,Action~Crime~Thriller,6.2,129K,42,English,United States,Incentive Filmed Entertainment~Sierra / Affinity~Alexander/ Mitchell Productions,"$35,000,000","$46,922,566"
1858,A Christmas Carol,2009,PG,1h 36m,Animation~Adventure~Comedy,6.8,129K,55,English,United States~United Kingdom,Walt Disney Pictures~ImageMovers Digital~ImageMovers,"$200,000,000","$325,286,646"
1859,National Lampoon's Animal House,1978,R,1h 49m,Comedy,7.4,129K,79,English~Italian,United States,Universal Pictures~Oregon Film Factory~Stage III Productions,"$3,000,000","$141,607,219"
1860,Flags of Our Fathers,2006,R,2h 15m,Action~Adventure~Drama,7.1,129K,79,English,United States,Dreamworks Pictures~Warner Bros.~Amblin Entertainment,"$90,000,000","$65,900,249"
1861,Tron,1982,PG,1h 36m,Action~Adventure~Sci-Fi,6.7,129K,58,English,United States,Walt Disney Productions~Lisberger/Kushner,"$17,000,000","$33,001,784"
1862,Star Trek II: The Wrath of Khan,1982,PG,1h 53m,Action~Adventure~Sci-Fi,7.7,129K,68,English,United States,Paramount Pictures,"$11,200,000","$79,821,685"
1863,The Whole Nine Yards,2000,R,1h 38m,Comedy~Crime,6.7,129K,47,English~French~Spanish,United States,Franchise Pictures~Lansdown Films~Mel's Cite du Cinema,"$41,300,000","$106,371,651"
1864,Scary Movie 4,2006,PG-13,1h 23m,Comedy,5.1,129K,40,English~Japanese,United States,Dimension Films~415 Project~Brad Grey Pictures,"$45,000,000","$178,262,620"
1865,Something's Gotta Give,2003,PG-13,2h 8m,Comedy~Drama~Romance,6.7,129K,66,English~French,United States,Columbia Pictures~Warner Bros.~Waverly Films,"$80,000,000","$265,328,738"
1866,Barton Fink,1991,R,1h 56m,Comedy~Drama~Thriller,7.6,129K,69,English,United Kingdom~United States,Circle Films~Working Title Films,"$9,000,000","$6,153,939"
1867,The Crazies,2010,R,1h 41m,Horror,6.5,129K,56,English,United States~United Arab Emirates,Overture Films~Participant~Imagenation Abu Dhabi FZ,"$20,000,000","$54,806,823"
1868,And Your Mother Too,2001,1h 46m,1h 46m,Drama,7.7,129K,89,Spanish,Mexico,Anhelo Producciones~Besame Mucho Pictures~Producciones Anhelo,"$2,000,000","$33,616,692"
1869,Mallrats,1995,R,1h 34m,Comedy~Romance,7.0,129K,41,English,United States,Gramercy Pictures (I)~Alphaville Films~View Askew Productions,"$8,000,000","$2,122,561"
1870,Julie & Julia,2009,PG-13,2h 3m,Biography~Drama~Romance,7.0,129K,66,English~French,United States,Columbia Pictures~Easy There Tiger Productions~Scott Rudin Productions,"$40,000,000","$129,540,522"
1871,This Is England,2006,Not Rated,1h 41m,Crime~Drama,7.7,129K,86,English,United Kingdom,Warp Films~Big Arty Productions~EM Media,"£1,500,000","$8,481,254"
1872,Daddy's Home,2015,PG-13,1h 36m,Comedy~Family,6.2,129K,42,English~Ukrainian,United States,Paramount Pictures~Red Granite Pictures~Gary Sanchez Productions,"$50,000,000","$242,786,137"
1873,The Hunt,2020,R,1h 30m,Action~Horror~Thriller,6.5,129K,50,English~Arabic~Croatian,United States~Japan~China,Blumhouse Productions~Dentsu~Perfect World Pictures,"$14,000,000","$10,550,350"
1874,The Best Offer,2013,R,2h 11m,Crime~Drama~Mystery,7.8,128K,49,English~Italian,Italy,Paco Cinematografica~Warner Bros.~Warner Bros.,"€13,500,000","$20,919,703"
1875,Dawn of the Dead,1978,Unrated,2h 7m,Horror~Thriller,7.8,128K,71,English~Spanish,United States~Italy,Laurel Group~Dawn Associates,"$650,000","$159,822"
1876,If I Stay,2014,PG-13,1h 47m,Drama~Fantasy~Music,6.7,128K,46,English,United States,DiNovi Pictures~Metro-Goldwyn-Mayer (MGM)~New Line Cinema,"$11,000,000","$78,274,843"
1877,The Florida Project,2017,R,1h 51m,Drama,7.6,128K,92,English~Spanish~Portuguese,United States,Cre Film~Freestyle Picture Company~June Pictures,"$2,000,000","$10,954,677"
1878,The 400 Blows,1959,Not Rated,1h 39m,Crime~Drama,8.1,128K,N/A,French~English,France,Les Films du Carrosse~Sédif Productions,N/A,"$191,245"
1879,Field of Dreams,1989,PG,1h 47m,Drama~Family~Fantasy,7.5,128K,57,English,United States,Gordon Company,"$15,000,000","$84,431,625"
1880,The 6th Day,2000,PG-13,2h 3m,Action~Mystery~Sci-Fi,5.9,128K,49,English,United States,Phoenix Pictures,"$82,000,000","$96,085,477"
1881,City of Angels,1998,PG-13,1h 54m,Drama~Fantasy~Romance,6.7,128K,54,English,United States~Germany,Atlas Entertainment~Monarchy Enterprises B.V.~New Regency Productions,"$55,000,000","$198,685,114"
1882,You Were Never Really Here,2017,R,1h 29m,Crime~Drama~Thriller,6.7,128K,84,English,United Kingdom~France,Why Not Productions~Film4~British Film Institute (BFI) Production Board,N/A,"$9,360,514"
1883,Eraserhead,1977,Not Rated,1h 29m,Fantasy~Horror,7.3,127K,87,English,United States,American Film Institute (AFI)~Libra Films,"$10,000","$25,141"
1884,The Good Dinosaur,2015,PG,1h 33m,Animation~Adventure~Comedy,6.7,127K,66,English,United States~Japan,Pixar Animation Studios~Walt Disney Pictures,"$200,000,000","$332,207,671"
1885,A Walk Among the Tombstones,2014,R,1h 54m,Action~Crime~Drama,6.5,127K,57,English~Spanish~Urdu~Russian,United States,1984 Private Defense Contractors~Cross Creek Pictures~Da Vinci Media Ventures,"$28,000,000","$58,834,384"
1886,Spy Kids,2001,PG,1h 28m,Action~Adventure~Comedy,5.6,127K,71,English~Spanish,United States,Dimension Films~Troublemaker Studios,"$35,000,000","$147,934,180"
1887,Let Me In,2010,R,1h 56m,Drama~Fantasy~Horror,7.1,127K,79,English,United Kingdom~United States,Overture Films~Exclusive Media Group~Hammer Films,"$20,000,000","$27,093,592"
1888,Just Friends,2005,PG-13,1h 36m,Comedy~Romance,6.2,127K,47,English,Germany~United States~Canada,Inferno Distribution~Cinerenta Medienbeteiligungs KG~BenderSpink,N/A,"$51,024,243"
1889,Sex and the City,2008,R,2h 25m,Comedy~Drama~Romance,5.7,127K,53,English,United States,New Line Cinema~Home Box Office (HBO)~Darren Star Productions,"$65,000,000","$418,769,972"
1890,Home Alone 3,1997,PG,1h 42m,Action~Comedy~Crime,4.6,127K,N/A,Danish~English~Polish,United States,Twentieth Century Fox~Hughes Entertainment,"$32,000,000","$79,082,515"
1891,Freddy vs. Jason,2003,R,1h 37m,Action~Horror,5.7,127K,37,English,Canada~United States,New Line Cinema~Avery Pix~British Columbia Hydro Authority,"$30,000,000","$116,643,421"
1892,Pacific Rim: Uprising,2018,PG-13,1h 51m,Action~Adventure~Sci-Fi,5.6,127K,44,English~Mandarin~Russian,United Kingdom~China~Japan~United States~Mexico,Legendary Entertainment~Universal Pictures~Legendary Entertainment,"$150,000,000","$290,930,148"
1893,Gerald's Game,2017,TV-MA,1h 43m,Drama~Horror~Thriller,6.5,127K,77,English,United States,Intrepid Pictures,N/A,N/A
1894,Caddyshack,1980,R,1h 38m,Comedy~Sport,7.2,127K,48,English,United States,Orion Pictures,"$6,000,000","$39,918,650"
1895,Thunderball,1965,Approved,2h 10m,Action~Adventure~Thriller,6.9,127K,64,English~French,United Kingdom,Eon Productions,"$9,000,000","$63,607,066"
1896,Ghost World,2001,R,1h 51m,Comedy~Drama,7.3,127K,90,English,United States~United Kingdom~Germany,United Artists~Granada Film Productions~Jersey Shore,"$7,000,000","$8,764,389"
1897,Bombshell,2019,R,1h 49m,Biography~Drama,6.8,127K,64,English,Canada~United States,Creative Wealth Media Finance~Annapurna Pictures~BRON Studios,"$32,000,000","$61,404,394"
1898,Step Up,2006,PG-13,1h 44m,Crime~Drama~Music,6.5,127K,48,English,United States,Touchstone Pictures~Summit Entertainment~Offspring Entertainment,"$12,000,000","$114,197,742"
1899,The Mitchells vs. the Machines,2021,PG,1h 54m,Animation~Adventure~Comedy,7.6,126K,81,English,United States~Hong Kong~Canada,Sony Pictures Animation~Lord Miller~Columbia Pictures,"$38,000,000",N/A
1900,Percy Jackson: Sea of Monsters,2013,PG,1h 46m,Adventure~Family~Fantasy,5.7,126K,39,English,United States,Fox 2000 Pictures~TSG Entertainment~Sunswept Entertainment,"$90,000,000","$199,850,315"
1901,Contraband,2012,R,1h 49m,Action~Adventure~Crime,6.4,126K,51,English~Spanish,United States~United Kingdom~France,Universal Pictures~Relativity Media~Working Title Films,"$25,000,000","$96,262,212"
1902,The Brothers Grimm,2005,PG-13,1h 58m,Action~Adventure~Comedy,5.9,126K,51,English~French~German~Italian,Czech Republic~United Kingdom~United States,Dimension Films~Metro-Goldwyn-Mayer (MGM)~Mosaic,"$88,000,000","$105,316,267"
1903,Sixteen Candles,1984,PG,1h 33m,Comedy~Romance,7.0,126K,61,English,United States,Universal Pictures~Channel Productions,"$6,500,000","$23,686,027"
1904,Ghost Rider: Spirit of Vengeance,2011,PG-13,1h 36m,Action~Fantasy~Thriller,4.3,126K,34,English~Romanian,United States~United Arab Emirates,Columbia Pictures~Hyde Park Entertainment~Imagenation Abu Dhabi FZ,"$57,000,000","$132,563,930"
1905,The Life of David Gale,2003,R,2h 10m,Crime~Drama~Mystery,7.5,126K,31,English~Spanish,United Kingdom~Germany~Spain~United States,Universal Pictures~Intermedia Films~Dirty Hands Productions,"$38,000,000","$38,955,598"
1906,All the President's Men,1976,PG,2h 18m,Drama~History~Thriller,7.9,126K,84,English~Spanish,United States,Wildwood Enterprises,"$8,500,000","$70,600,414"
1907,Two Weeks Notice,2002,PG-13,1h 41m,Comedy~Romance,6.1,126K,42,English,United States~Australia,Castle Rock Entertainment~Village Roadshow Pictures~NPV Entertainment,"$60,000,000","$199,043,471"
1908,Any Given Sunday,1999,R,2h 42m,Drama~Sport,6.9,126K,52,English,United States,Warner Bros.~Ixtlan~Donners' Company,"$55,000,000","$100,230,832"
1909,"Love, Simon",2018,PG-13,1h 50m,Comedy~Drama,7.5,126K,72,English~German~French,United States,Fox 2000 Pictures~New Leaf Literary & Media~Temple Hill Entertainment,"$17,000,000","$66,719,009"
1910,Catwoman,2004,PG-13,1h 44m,Action~Crime~Fantasy,3.4,126K,27,English~Spanish,United States,Warner Bros.~Village Roadshow Pictures~DiNovi Pictures,"$100,000,000","$82,402,379"
1911,Gods of Egypt,2016,PG-13,2h 7m,Action~Adventure~Drama,5.4,126K,25,English,United States~Australia~China~Hong Kong,Pyramania~Summit Entertainment~Le Vision Pictures,"$140,000,000","$150,680,864"
1912,Sense and Sensibility,1995,PG,2h 16m,Drama~Romance,7.7,126K,84,English~French,United States,Columbia Pictures~Mirage Enterprises,"$16,000,000","$134,582,776"
1913,The Little Things,2021,R,2h 8m,Crime~Drama~Mystery,6.3,126K,54,English~Spanish~Arabic,United States,Gran Via Productions~Warner Bros.,"$30,000,000","$30,842,746"
1914,The Giver,2014,PG-13,1h 37m,Drama~Romance~Sci-Fi,6.4,126K,47,English,Canada~South Africa~United States,Tonik Productions~Asis Productions~Canada Film Capital,"$25,000,000","$66,980,456"
1915,Elemental,2023,PG,1h 41m,Animation~Adventure~Comedy,7.0,126K,58,English,United States,Walt Disney Pictures~Pixar Animation Studios,"$200,000,000","$496,444,308"
1916,Scooby-Doo,2002,PG,1h 26m,Adventure~Comedy~Family,5.3,125K,35,English,United States~Australia,Warner Bros.~Mosaic~Atlas Entertainment,"$84,000,000","$275,679,958"
1917,Valentine's Day,2010,PG-13,2h 5m,Comedy~Romance,5.7,125K,34,English~Spanish~Russian~Italian,United States,New Line Cinema~Rice Films~Karz Entertainment,"$52,000,000","$216,528,528"
1918,The Commuter,2018,PG-13,1h 44m,Action~Mystery~Thriller,6.3,125K,56,English~Spanish,United States~United Kingdom~France~China~Canada,StudioCanal~TF1 Films Production~The Picture Company,"$30,000,000","$119,942,434"
1919,The Meaning of Life,1983,R,1h 47m,Comedy~Musical,7.5,125K,72,English,United Kingdom,Celandine Films~The Monty Python Partnership~Universal Pictures,"$9,000,000","$14,949,697"
1920,Exam,2009,Not Rated,1h 41m,Crime~Horror~Mystery,6.8,125K,N/A,English~French~Cantonese,United Kingdom,Hazeldine Films~Bedlam Productions,N/A,"$394,717"
1921,8½,1963,Not Rated,2h 18m,Drama,8.0,125K,93,Italian~French~English~German,Italy~France,Cineriz~Francinex,N/A,"$199,215"
1922,Saw VI,2009,R,1h 30m,Horror~Mystery~Thriller,6.0,125K,30,English,Canada~United States~Australia,Twisted Pictures~A Bigger Boat~Saw VI Productions,"$11,000,000","$68,234,154"
1923,Men of Honor,2000,R,2h 9m,Biography~Drama,7.2,125K,56,English,United States,Fox 2000 Pictures~State Street Pictures,"$32,000,000","$82,343,495"
1924,Out of the Furnace,2013,R,1h 56m,Action~Crime~Drama,6.7,125K,63,English,United Kingdom~United States,Appian Way~Energy Entertainment~Red Granite Pictures,"$22,000,000","$15,661,554"
1925,Final Destination 5,2011,R,1h 32m,Horror~Thriller,5.9,125K,50,English~Cantonese,United States~Canada,New Line Cinema~Practical Pictures~Parallel Zide,"$40,000,000","$157,887,643"
1926,Judge Dredd,1995,R,1h 36m,Action~Crime~Sci-Fi,5.6,125K,N/A,English,United States~Netherlands~United Kingdom,Hollywood Pictures~Cinergi Pictures Entertainment~Cinergi Productions N.V.,"$90,000,000","$113,493,481"
1927,Charlie Wilson's War,2007,R,1h 42m,Biography~Comedy~Drama,7.0,125K,67,English~Dari~Russian~Urdu~Hebrew~Arabic,United States~Germany,Universal Pictures~Relativity Media~Participant,"$75,000,000","$119,483,446"
1928,Bicentennial Man,1999,PG,2h 12m,Drama~Romance~Sci-Fi,6.9,125K,42,English,Germany~United States,Touchstone Pictures~Columbia Pictures~1492 Pictures,"$100,000,000","$87,423,861"
1929,Mortal Kombat,1995,PG-13,1h 41m,Action~Adventure~Fantasy,5.8,125K,60,English,United States,New Line Cinema~Threshold Entertainment,"$18,000,000","$122,195,920"
1930,Shazam! Fury of the Gods,2023,PG-13,2h 10m,Action~Adventure~Comedy,5.9,124K,47,English~Greek~French~Spanish,United States~Germany~New Zealand~United Kingdom~India~South Korea~Canada,New Line Cinema~DC Entertainment~Warner Bros.,"$125,000,000","$134,038,006"
1931,Friday,1995,R,1h 31m,Comedy~Drama,7.2,124K,54,English,United States,New Line Cinema~Priority Films (I),"$3,500,000","$28,215,918"
1932,The Pale Blue Eye,2022,R,2h 8m,Crime~Horror~Mystery,6.6,124K,56,English~French~Latin,United States,"Cross Creek Pictures~Grisbi Productions, Le~Streamline Global Group","$72,000,000",N/A
